id,sales_person,country,product,amount,boxes_shipped,first_name,last_name,sale_date,run_id,file_name,file_type,created_at,modified_at
542,Jan Morforth,Canada,Mint Chip Choco,1064.0,211,Jan,Morforth,2022-04-01,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
543,Camilla Castle,Canada,70% Dark Bites,9716.0,151,Camilla,Castle,2022-07-27,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
544,Ches Bonnell,India,Peanut Butter Cubes,22050.0,208,Ches,Bonnell,2022-01-27,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
545,Jan Morforth,India,Choco Coated Almonds,2541.0,134,Jan,Morforth,2022-08-12,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
546,Gigi Bohling,Canada,Almond Choco,9989.0,49,Gigi,Bohling,2022-02-01,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
547,Rafaelita Blaksland,India,After Nines,4739.0,204,Rafaelita,Blaksland,2022-03-02,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
548,Kelci Walkden,Australia,99% Dark & Pure,3185.0,34,Kelci,Walkden,2022-06-30,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
549,Dotty Strutley,Australia,Spicy Special Slims,8225.0,91,Dotty,Strutley,2022-01-17,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
550,Brien Boise,USA,Milk Bars,14301.0,130,Brien,Boise,2022-07-07,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
551,Mallorie Waber,New Zealand,Mint Chip Choco,1316.0,107,Mallorie,Waber,2022-01-31,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
552,Beverie Moffet,UK,99% Dark & Pure,3486.0,121,Beverie,Moffet,2022-08-10,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
553,Beverie Moffet,USA,Peanut Butter Cubes,13930.0,339,Beverie,Moffet,2022-08-18,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
554,Brien Boise,New Zealand,White Choc,5509.0,321,Brien,Boise,2022-06-15,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
555,Marney O'Breen,USA,Baker's Choco Chips,8470.0,9,Marney,O'Breen,2022-01-26,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
556,Kelci Walkden,USA,Spicy Special Slims,77.0,69,Kelci,Walkden,2022-04-29,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
557,Mallorie Waber,Canada,White Choc,3381.0,72,Mallorie,Waber,2022-03-03,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
558,Kaine Padly,Australia,Almond Choco,4102.0,392,Kaine,Padly,2022-02-22,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
559,Oby Sorrel,USA,Smooth Sliky Salty,3577.0,158,Oby,Sorrel,2022-03-04,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
560,Dennison Crosswaite,India,Smooth Sliky Salty,2975.0,9,Dennison,Crosswaite,2022-07-07,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
561,Camilla Castle,New Zealand,Caramel Stuffed Bars,4137.0,347,Camilla,Castle,2022-06-17,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
562,Jan Morforth,Canada,Caramel Stuffed Bars,9541.0,114,Jan,Morforth,2022-08-02,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
563,Oby Sorrel,USA,Baker's Choco Chips,8001.0,120,Oby,Sorrel,2022-08-12,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
564,Madelene Upcott,New Zealand,Peanut Butter Cubes,5152.0,333,Madelene,Upcott,2022-01-28,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
565,Kelci Walkden,Australia,Orange Choco,11116.0,432,Kelci,Walkden,2022-04-29,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
566,Marney O'Breen,Australia,Manuka Honey Choco,13076.0,236,Marney,O'Breen,2022-04-05,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
567,Kaine Padly,Canada,Manuka Honey Choco,10213.0,135,Kaine,Padly,2022-01-18,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
568,Jehu Rudeforth,UK,Baker's Choco Chips,2485.0,97,Jehu,Rudeforth,2022-05-16,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
569,Kelci Walkden,Australia,White Choc,8715.0,168,Kelci,Walkden,2022-08-24,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
570,Curtice Advani,India,85% Dark Bars,273.0,402,Curtice,Advani,2022-01-18,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
571,Kaine Padly,USA,Eclairs,7623.0,10,Kaine,Padly,2022-08-22,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
572,Gunar Cockshoot,UK,99% Dark & Pure,7.0,84,Gunar,Cockshoot,2022-03-07,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
573,Beverie Moffet,UK,Choco Coated Almonds,3010.0,69,Beverie,Moffet,2022-03-04,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
574,Dotty Strutley,Canada,Manuka Honey Choco,11550.0,111,Dotty,Strutley,2022-04-22,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
575,Kaine Padly,Australia,Milk Bars,4046.0,89,Kaine,Padly,2022-06-09,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
576,Jan Morforth,Canada,Fruit & Nut Bars,8904.0,199,Jan,Morforth,2022-07-25,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
577,Jan Morforth,India,Smooth Sliky Salty,11298.0,89,Jan,Morforth,2022-08-03,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
578,Rafaelita Blaksland,Australia,Manuka Honey Choco,4396.0,131,Rafaelita,Blaksland,2022-08-03,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
579,Jehu Rudeforth,UK,Milk Bars,12068.0,227,Jehu,Rudeforth,2022-05-03,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
580,Husein Augar,Canada,After Nines,9772.0,301,Husein,Augar,2022-01-19,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
581,Roddy Speechley,USA,50% Dark Bites,10458.0,316,Roddy,Speechley,2022-02-11,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
582,Van Tuxwell,India,Almond Choco,6426.0,390,Van,Tuxwell,2022-06-14,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
583,Kelci Walkden,USA,50% Dark Bites,6188.0,223,Kelci,Walkden,2022-03-23,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
584,Madelene Upcott,Canada,85% Dark Bars,7504.0,101,Madelene,Upcott,2022-02-17,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
585,Dennison Crosswaite,Canada,Smooth Sliky Salty,1750.0,479,Dennison,Crosswaite,2022-03-17,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
586,Mallorie Waber,Australia,Spicy Special Slims,5439.0,287,Mallorie,Waber,2022-06-29,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
587,Ches Bonnell,Canada,Choco Coated Almonds,15547.0,269,Ches,Bonnell,2022-08-24,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
588,Gigi Bohling,Canada,Spicy Special Slims,11956.0,277,Gigi,Bohling,2022-07-04,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
589,Roddy Speechley,New Zealand,Almond Choco,2723.0,67,Roddy,Speechley,2022-03-28,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
590,Curtice Advani,India,Smooth Sliky Salty,19327.0,135,Curtice,Advani,2022-04-19,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
591,Ches Bonnell,New Zealand,Mint Chip Choco,9058.0,229,Ches,Bonnell,2022-01-18,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
592,Van Tuxwell,New Zealand,Fruit & Nut Bars,2996.0,88,Van,Tuxwell,2022-01-17,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
593,Andria Kimpton,New Zealand,Mint Chip Choco,8848.0,211,Andria,Kimpton,2022-02-15,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
594,Andria Kimpton,UK,Milk Bars,14336.0,293,Andria,Kimpton,2022-02-11,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
595,Camilla Castle,USA,Manuka Honey Choco,16401.0,179,Camilla,Castle,2022-03-21,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
596,Gunar Cockshoot,New Zealand,Almond Choco,5173.0,129,Gunar,Cockshoot,2022-01-05,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
597,Brien Boise,India,Raspberry Choco,6328.0,164,Brien,Boise,2022-05-30,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
598,Jehu Rudeforth,USA,99% Dark & Pure,2534.0,219,Jehu,Rudeforth,2022-01-04,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
599,Beverie Moffet,Australia,Fruit & Nut Bars,1435.0,258,Beverie,Moffet,2022-04-22,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
600,Gigi Bohling,Canada,Milk Bars,3052.0,116,Gigi,Bohling,2022-02-10,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
601,Dotty Strutley,India,Spicy Special Slims,910.0,204,Dotty,Strutley,2022-08-12,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
602,Gunar Cockshoot,USA,Organic Choco Syrup,2331.0,321,Gunar,Cockshoot,2022-08-10,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
603,Kelci Walkden,Australia,Raspberry Choco,679.0,56,Kelci,Walkden,2022-06-07,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
604,Jehu Rudeforth,India,Baker's Choco Chips,2086.0,74,Jehu,Rudeforth,2022-06-06,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
605,Karlen McCaffrey,New Zealand,Baker's Choco Chips,5012.0,189,Karlen,McCaffrey,2022-04-05,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
606,Wilone O'Kielt,USA,50% Dark Bites,4501.0,131,Wilone,O'Kielt,2022-04-18,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
607,Andria Kimpton,India,50% Dark Bites,13482.0,15,Andria,Kimpton,2022-01-31,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
608,Madelene Upcott,USA,Baker's Choco Chips,5621.0,140,Madelene,Upcott,2022-08-22,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
609,Jehu Rudeforth,Australia,99% Dark & Pure,10486.0,198,Jehu,Rudeforth,2022-02-25,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
610,Jan Morforth,Australia,Mint Chip Choco,17626.0,103,Jan,Morforth,2022-02-22,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
611,Oby Sorrel,New Zealand,Milk Bars,4494.0,187,Oby,Sorrel,2022-01-12,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
612,Brien Boise,UK,Almond Choco,105.0,125,Brien,Boise,2022-05-25,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
613,Kelci Walkden,India,Smooth Sliky Salty,2464.0,8,Kelci,Walkden,2022-02-01,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
614,Rafaelita Blaksland,UK,Eclairs,1379.0,70,Rafaelita,Blaksland,2022-04-27,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
615,Gigi Bohling,USA,Smooth Sliky Salty,2583.0,126,Gigi,Bohling,2022-07-22,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
616,Curtice Advani,New Zealand,Mint Chip Choco,3220.0,265,Curtice,Advani,2022-01-26,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
617,Curtice Advani,USA,Mint Chip Choco,4802.0,296,Curtice,Advani,2022-08-24,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
618,Madelene Upcott,New Zealand,Fruit & Nut Bars,5677.0,21,Madelene,Upcott,2022-01-18,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
619,Karlen McCaffrey,India,85% Dark Bars,945.0,83,Karlen,McCaffrey,2022-03-30,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
620,Ches Bonnell,Australia,Caramel Stuffed Bars,8757.0,162,Ches,Bonnell,2022-01-17,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
621,Kelci Walkden,USA,Fruit & Nut Bars,4816.0,145,Kelci,Walkden,2022-02-17,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
622,Kelci Walkden,Canada,Peanut Butter Cubes,7532.0,44,Kelci,Walkden,2022-04-08,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
623,Gigi Bohling,Canada,Drinking Coco,3549.0,82,Gigi,Bohling,2022-07-06,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
624,Husein Augar,India,Fruit & Nut Bars,4340.0,226,Husein,Augar,2022-04-04,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
625,Jan Morforth,New Zealand,Organic Choco Syrup,1799.0,207,Jan,Morforth,2022-03-02,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
626,Gigi Bohling,New Zealand,Raspberry Choco,1127.0,176,Gigi,Bohling,2022-08-09,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
627,Dennison Crosswaite,Australia,Milk Bars,10038.0,286,Dennison,Crosswaite,2022-06-09,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
628,Ches Bonnell,UK,Caramel Stuffed Bars,2926.0,300,Ches,Bonnell,2022-06-02,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
629,Van Tuxwell,USA,Fruit & Nut Bars,6279.0,235,Van,Tuxwell,2022-07-05,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
630,Andria Kimpton,Canada,Eclairs,308.0,125,Andria,Kimpton,2022-08-11,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
631,Madelene Upcott,India,Choco Coated Almonds,3500.0,145,Madelene,Upcott,2022-02-11,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
632,Kelci Walkden,New Zealand,Spicy Special Slims,658.0,65,Kelci,Walkden,2022-08-11,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
633,Roddy Speechley,Australia,Drinking Coco,12565.0,102,Roddy,Speechley,2022-05-12,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
634,Wilone O'Kielt,USA,Milk Bars,5012.0,93,Wilone,O'Kielt,2022-07-15,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
635,Andria Kimpton,India,Organic Choco Syrup,3955.0,134,Andria,Kimpton,2022-01-18,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
636,Madelene Upcott,UK,Fruit & Nut Bars,8512.0,189,Madelene,Upcott,2022-01-05,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
637,Curtice Advani,Australia,50% Dark Bites,504.0,232,Curtice,Advani,2022-06-29,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
638,Brien Boise,Canada,Raspberry Choco,2800.0,45,Brien,Boise,2022-06-14,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
639,Gunar Cockshoot,India,Mint Chip Choco,4256.0,67,Gunar,Cockshoot,2022-08-08,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
640,Dennison Crosswaite,India,Mint Chip Choco,13573.0,138,Dennison,Crosswaite,2022-03-23,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
641,Barr Faughny,India,Caramel Stuffed Bars,6566.0,99,Barr,Faughny,2022-01-04,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
642,Brien Boise,India,Milk Bars,13503.0,251,Brien,Boise,2022-02-22,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
643,Beverie Moffet,UK,Spicy Special Slims,8680.0,252,Beverie,Moffet,2022-02-17,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
644,Barr Faughny,USA,Almond Choco,385.0,78,Barr,Faughny,2022-02-03,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
645,Van Tuxwell,Canada,Raspberry Choco,1267.0,130,Van,Tuxwell,2022-03-17,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
646,Wilone O'Kielt,Australia,Baker's Choco Chips,2961.0,154,Wilone,O'Kielt,2022-01-25,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
647,Brien Boise,Australia,Milk Bars,1981.0,52,Brien,Boise,2022-07-27,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
648,Husein Augar,Australia,Fruit & Nut Bars,7959.0,53,Husein,Augar,2022-01-28,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
649,Madelene Upcott,Australia,Organic Choco Syrup,10794.0,50,Madelene,Upcott,2022-07-05,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
650,Van Tuxwell,India,White Choc,1897.0,44,Van,Tuxwell,2022-03-15,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
651,Gunar Cockshoot,Canada,After Nines,2744.0,200,Gunar,Cockshoot,2022-08-04,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
652,Jan Morforth,USA,Fruit & Nut Bars,4382.0,361,Jan,Morforth,2022-06-27,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
653,Jan Morforth,Canada,After Nines,4515.0,172,Jan,Morforth,2022-07-13,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
654,Barr Faughny,New Zealand,Manuka Honey Choco,5474.0,239,Barr,Faughny,2022-02-24,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
655,Karlen McCaffrey,New Zealand,85% Dark Bars,6069.0,55,Karlen,McCaffrey,2022-06-28,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
656,Oby Sorrel,Australia,85% Dark Bars,6944.0,27,Oby,Sorrel,2022-06-30,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
657,Curtice Advani,Canada,Choco Coated Almonds,5859.0,7,Curtice,Advani,2022-08-18,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
658,Kaine Padly,India,70% Dark Bites,12173.0,301,Kaine,Padly,2022-01-24,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
659,Beverie Moffet,USA,White Choc,5292.0,134,Beverie,Moffet,2022-03-11,645c4da19a0f4d8d92d24eb5d6e98cdc,Chocolate Sales,csv,2025-03-31 03:02:57.580095,2025-03-31 03:02:57.580095
